id_aluno,ano_referencia,regiao,uf,zona,porte_municipio,populacao_municipio,sexo,idade_meses,renda_per_capita,idh_municipio,taxa_pobreza,beneficiario_bolsa_familia,inse_escola,infraestrutura_escola,professores_formacao_adequada_pct,razao_aluno_professor,taxa_frequencia_creche_pre,meta_estadual_alfabetizacao,municipio_atingiu_meta_anterior,frequencia_escolar_pct,alfabetizado
7375,2022,Sudeste,ES,Urbana,Médio,160935,F,89,969.65,0.712,25.38,1,6.11,6.12,53.45,20.59,69.36,70.75,1,79.29,0
7376,2024,Sul,PR,Rural,Pequeno,15214,M,106,1099.21,0.641,33.01,0,7.15,5.87,69.01,24.19,91.57,70.04,0,87.58,1
7377,2024,Sul,SC,Urbana,Pequeno,17712,M,85,986.66,0.763,5.45,0,5.0,6.58,86.28,23.71,60.43,70.81,0,89.87,1
7378,2023,Nordeste,RN,Urbana,Médio,147970,F,92,808.88,0.677,36.37,0,5.3,5.09,73.43,17.16,51.91,63.57,0,78.87,0
7379,2023,Nordeste,SE,Urbana,Pequeno,10913,M,86,1206.12,0.708,19.47,0,3.41,9.67,83.82,26.76,40.59,67.74,0,83.59,1
7380,2023,Sudeste,SP,Urbana,Pequeno,4395,F,103,1400.87,0.728,16.83,0,7.27,8.34,85.61,22.47,61.38,67.71,0,100.0,0
7381,2024,Sudeste,ES,Urbana,Grande,4111786,F,92,1411.73,0.788,14.61,1,3.77,7.64,80.6,12.57,80.47,72.96,1,86.89,1
7382,2023,Nordeste,AL,Urbana,Pequeno,4460,F,85,704.71,0.678,24.04,0,3.8,6.81,62.23,25.71,73.79,61.59,1,90.55,0
7383,2023,Sudeste,RJ,Rural,Grande,7361587,F,105,1232.3,0.744,10.84,0,4.93,5.63,50.53,18.98,75.17,67.72,1,76.78,0
7384,2024,Nordeste,AL,Urbana,Grande,3375513,M,85,719.98,0.685,41.41,1,4.34,6.03,68.25,22.49,41.59,70.71,0,100.0,0
7385,2022,Sudeste,ES,Urbana,Médio,53418,F,99,948.07,0.668,15.35,0,,3.65,85.79,20.67,80.66,72.98,0,87.74,0
7386,2023,Sudeste,RJ,Urbana,Médio,148590,F,106,1487.55,0.666,31.93,0,,5.46,92.67,20.58,62.1,79.0,0,97.62,1
7387,2024,Nordeste,PB,Urbana,Pequeno,6574,M,84,440.18,0.666,37.05,1,5.15,4.33,61.3,24.21,71.69,70.11,1,93.88,0
7388,2023,Norte,RO,Urbana,Médio,60969,M,98,1383.65,0.629,30.59,0,2.3,6.37,66.65,18.87,52.2,69.66,0,87.78,0
7389,2023,Nordeste,BA,Urbana,Médio,51132,F,85,834.95,0.667,31.09,0,5.38,7.11,99.76,27.45,24.41,64.25,1,86.24,0
7390,2022,Sudeste,RJ,Urbana,Pequeno,8654,M,86,508.5,0.724,34.09,1,6.95,10.0,75.46,17.53,90.75,75.39,1,91.64,1
7391,2023,Sudeste,RJ,Urbana,Pequeno,17028,F,99,850.55,0.712,30.67,0,3.86,5.31,94.48,19.79,73.36,69.28,1,81.09,0
7392,2022,Sul,RS,Urbana,Pequeno,11662,M,94,1194.31,0.837,26.83,1,4.83,6.96,61.21,17.13,35.3,75.8,0,84.78,0
7393,2024,Nordeste,MA,Urbana,Pequeno,5182,M,107,844.25,0.732,25.19,0,5.5,5.79,49.34,18.04,79.72,72.45,1,81.98,0
7394,2022,Nordeste,PI,Urbana,Médio,53165,M,92,1334.76,0.609,19.84,1,6.63,4.75,51.47,12.68,47.4,65.96,0,80.61,0
7395,2022,Sudeste,ES,Urbana,Pequeno,14801,M,105,1049.65,0.783,6.97,0,7.43,7.3,55.64,28.56,55.3,74.64,1,95.66,0
7396,2023,Nordeste,MA,Urbana,Pequeno,19685,M,107,838.95,0.766,20.91,1,3.93,5.97,54.84,22.48,27.1,70.11,0,,0
7397,2024,Nordeste,PI,Rural,Pequeno,16286,F,103,1036.18,0.688,23.5,0,2.98,4.86,39.07,18.6,19.3,67.21,1,82.16,1
7398,2023,Sudeste,SP,Rural,Pequeno,16755,M,85,1557.8,0.767,16.4,1,6.13,6.15,73.9,22.89,56.34,72.64,0,83.36,0
7399,2024,Sul,SC,Urbana,Pequeno,5996,F,85,1136.2,0.691,11.13,0,5.89,7.52,78.03,22.61,83.66,61.15,1,86.82,0
7400,2022,Nordeste,CE,Urbana,Pequeno,12663,F,106,746.77,0.664,28.54,0,5.46,6.69,69.53,21.25,70.0,66.87,1,91.36,0
7401,2022,Norte,AC,Rural,Pequeno,4881,M,98,992.73,0.726,38.79,0,4.77,5.83,95.77,22.8,61.08,60.07,0,74.97,0
7402,2023,Centro-Oeste,GO,Urbana,Grande,2094157,M,93,1053.38,0.721,12.29,1,4.06,4.82,83.92,20.14,32.86,62.93,1,90.83,0
7403,2022,Sudeste,ES,Urbana,Pequeno,14507,F,103,1316.14,0.741,18.58,0,6.12,5.88,88.36,18.69,63.95,73.69,0,80.92,0
7404,2022,Nordeste,PE,Urbana,Pequeno,11587,F,105,1069.36,0.613,35.36,0,6.02,5.29,52.6,21.18,18.45,68.5,0,85.47,1
7405,2024,Sudeste,MG,Rural,Médio,161019,M,97,747.03,0.676,24.99,1,3.65,4.68,81.09,21.84,60.52,70.9,1,100.0,0
7406,2023,Sudeste,MG,Urbana,Pequeno,18099,F,93,1084.63,0.81,24.13,1,6.61,7.27,48.86,22.29,59.11,71.25,1,67.64,1
7407,2023,Centro-Oeste,MT,Urbana,Pequeno,3870,F,89,1114.96,0.635,31.62,1,4.82,7.71,100.0,19.96,52.22,71.27,1,92.64,0
7408,2022,Sudeste,ES,Rural,Pequeno,4846,F,87,1084.5,0.727,29.31,0,4.63,4.59,62.26,19.65,64.13,68.89,0,91.71,0
7409,2023,Centro-Oeste,DF,Urbana,Médio,104208,M,104,664.61,0.669,30.48,0,7.03,5.16,69.16,25.12,80.83,73.72,0,82.36,1
7410,2024,Sudeste,SP,Rural,Pequeno,19254,F,88,1049.25,0.71,14.76,0,5.3,5.28,58.21,19.8,92.59,70.97,0,98.55,0
7411,2022,Sul,SC,Urbana,Médio,131197,M,95,883.16,0.783,28.41,0,4.69,7.68,53.31,26.31,67.84,70.98,0,93.06,0
7412,2024,Centro-Oeste,DF,Urbana,Grande,220750,F,103,872.73,0.684,26.16,1,3.81,8.29,64.84,29.58,81.26,69.07,0,92.62,1
7413,2024,Nordeste,CE,Rural,Pequeno,2104,M,97,224.72,0.661,21.19,0,4.73,7.28,52.42,14.84,48.02,75.75,0,75.59,0
7414,2024,Sudeste,ES,Rural,Pequeno,16415,M,98,,0.732,26.31,0,5.52,8.92,49.45,21.19,79.7,65.0,1,92.35,1
7415,2023,Sudeste,MG,Urbana,Médio,58528,M,84,1228.54,0.659,15.26,1,7.81,4.42,57.21,22.23,100.0,72.82,0,94.3,0
7416,2024,Sudeste,MG,Urbana,Pequeno,8881,M,84,1032.76,0.63,13.06,1,6.36,5.71,72.89,24.96,45.23,78.73,1,100.0,0
7417,2022,Nordeste,BA,Rural,Médio,116287,M,96,749.44,0.627,28.99,0,6.39,6.92,42.94,29.43,21.51,67.63,0,87.3,0
7418,2024,Sul,SC,Urbana,Pequeno,2746,M,105,886.46,0.816,28.41,0,4.02,7.0,58.45,15.92,85.4,80.73,0,90.76,1
7419,2023,Sul,PR,Urbana,Médio,67379,F,86,725.4,0.843,18.91,0,7.96,6.49,52.33,23.7,69.71,68.82,1,93.92,1
7420,2024,Sul,PR,Urbana,Pequeno,5082,M,96,1482.73,0.767,26.64,0,4.48,4.52,53.72,22.06,53.72,76.72,1,96.48,1
7421,2022,Sudeste,RJ,Urbana,Pequeno,5704,M,94,1186.62,0.686,24.23,1,5.34,6.87,54.49,24.56,62.79,68.75,0,95.04,0
7422,2023,Centro-Oeste,GO,Urbana,Pequeno,15961,M,95,866.07,0.697,28.62,1,5.49,4.88,57.34,21.18,48.76,74.02,1,87.13,0
7423,2024,Sudeste,RJ,Urbana,Médio,198940,F,94,858.03,0.67,29.97,1,5.49,6.22,88.68,22.07,65.74,70.27,0,84.9,1
7424,2023,Sudeste,ES,Rural,Grande,7564055,F,105,1170.63,0.814,38.05,1,6.95,9.15,97.36,16.83,56.39,71.43,0,82.2,0
7425,2023,Sul,PR,Urbana,Grande,10679376,F,100,685.37,0.696,20.31,0,4.91,3.77,78.47,17.34,34.63,73.16,0,100.0,0
7426,2022,Sudeste,MG,Rural,Pequeno,6599,M,98,1063.99,0.709,40.23,1,7.36,6.7,72.76,14.47,91.66,65.41,1,92.84,1
7427,2022,Sudeste,RJ,Urbana,Grande,1180012,F,105,273.77,0.667,18.34,1,4.33,7.63,57.9,20.28,85.76,85.26,0,93.79,1
7428,2022,Centro-Oeste,GO,Urbana,Pequeno,9479,F,92,,0.755,26.34,1,4.71,8.02,79.49,26.63,67.8,66.62,0,95.23,1
7429,2022,Sudeste,ES,Rural,Médio,199742,F,86,856.42,0.744,25.73,1,4.77,4.42,95.65,22.54,41.22,73.62,1,88.23,1
7430,2024,Nordeste,CE,Urbana,Pequeno,3559,M,103,554.19,0.677,23.31,0,3.16,6.37,78.62,12.98,49.21,73.5,1,100.0,0
7431,2022,Sul,SC,Urbana,Pequeno,13506,F,96,802.03,0.696,18.1,0,4.06,2.42,83.59,26.96,68.89,71.27,0,86.46,0
7432,2023,Sul,SC,Urbana,Pequeno,10468,F,107,766.88,0.815,19.64,0,4.15,6.04,62.87,21.11,81.3,68.88,1,82.9,0
7433,2023,Sul,RS,Urbana,Pequeno,17191,F,103,964.79,0.66,22.41,0,4.03,7.64,53.53,22.43,45.46,67.08,1,,0
7434,2023,Norte,AP,Rural,Médio,77257,M,84,326.47,0.602,37.73,0,6.85,5.72,78.5,28.51,51.22,70.24,1,82.08,0
7435,2022,Sudeste,RJ,Urbana,Médio,174043,M,90,872.63,0.659,5.08,0,6.04,5.34,60.29,21.51,49.78,71.04,0,83.33,0
7436,2024,Nordeste,PE,Urbana,Médio,89475,M,91,,0.689,32.49,0,4.14,5.21,58.33,21.96,58.94,69.01,1,97.35,1
7437,2022,Nordeste,SE,Rural,Pequeno,12896,M,105,721.43,0.595,16.17,0,5.5,5.35,71.07,17.55,100.0,74.61,1,83.09,0
7438,2022,Sudeste,RJ,Urbana,Pequeno,10732,F,99,1151.58,0.725,30.02,1,6.76,5.16,68.63,22.46,41.52,71.43,0,92.3,1
7439,2022,Sudeste,MG,Rural,Pequeno,5809,M,104,508.75,0.787,28.51,0,6.87,7.64,87.77,25.25,45.28,69.98,1,92.68,1
7440,2024,Sudeste,ES,Urbana,Médio,138106,F,101,1089.26,0.673,16.42,0,4.35,5.65,55.31,13.58,38.2,74.89,0,85.67,0
7441,2022,Sudeste,MG,Urbana,Médio,51515,M,103,,0.686,11.66,0,7.25,5.2,80.98,14.47,58.44,76.27,1,92.65,1
7442,2023,Sudeste,RJ,Urbana,Pequeno,10951,F,92,985.03,0.826,18.75,0,,6.16,76.38,25.34,68.32,81.87,1,97.88,1
7443,2023,Centro-Oeste,GO,Rural,Pequeno,12189,F,98,1184.5,0.708,25.71,0,6.07,7.5,81.39,21.6,80.38,70.18,0,71.29,0
7444,2023,Nordeste,MA,Urbana,Pequeno,6068,F,106,801.58,0.651,23.7,0,1.56,7.8,68.24,14.76,28.7,68.68,1,86.42,0
7445,2022,Sul,SC,Urbana,Médio,185409,F,102,572.62,0.77,26.96,1,6.27,6.64,72.31,22.38,93.93,71.92,1,81.73,1
7446,2022,Nordeste,PI,Urbana,Pequeno,6317,M,98,630.99,0.747,41.7,0,5.74,4.35,77.68,18.86,45.68,69.16,1,81.69,1
7447,2022,Sudeste,SP,Urbana,Grande,6489622,M,105,968.65,0.726,12.59,0,4.79,7.54,65.53,22.21,63.85,68.05,1,98.6,1
7448,2022,Nordeste,CE,Urbana,Pequeno,16341,F,95,592.61,0.742,28.52,0,5.44,3.51,59.49,20.9,75.69,67.02,1,85.61,0
7449,2023,Nordeste,RN,Urbana,Pequeno,10545,F,89,817.37,0.523,22.16,0,,6.22,76.68,17.42,60.14,73.07,1,83.8,1
7450,2024,Nordeste,SE,Rural,Médio,65101,M,84,730.21,0.629,25.31,0,3.18,4.74,59.49,35.47,55.66,76.36,0,98.73,0
7451,2022,Nordeste,CE,Urbana,Pequeno,15709,F,103,962.84,0.56,33.44,1,4.13,7.64,86.45,20.55,25.29,70.82,0,81.08,1
7452,2022,Norte,RR,Urbana,Pequeno,16381,M,84,946.5,0.576,32.32,0,3.3,7.92,54.44,28.27,100.0,92.81,1,80.69,1
7453,2022,Nordeste,PE,Urbana,Pequeno,9847,F,105,891.52,0.561,36.34,1,6.02,7.68,55.11,30.76,55.85,74.91,1,94.53,0
7454,2024,Nordeste,AL,Urbana,Pequeno,16034,M,106,621.2,0.675,21.08,0,6.14,6.14,53.57,22.26,74.4,67.09,1,94.12,0
7455,2022,Sudeste,RJ,Rural,Pequeno,12454,F,93,1092.51,0.653,20.62,0,2.82,7.11,75.8,17.4,50.06,56.57,0,90.81,0
7456,2024,Sul,PR,Urbana,Grande,10620826,M,93,1080.95,0.727,25.4,0,4.32,7.48,75.67,21.82,68.07,61.96,1,90.11,1
7457,2022,Sudeste,SP,Urbana,Médio,35719,M,85,959.78,0.771,38.65,0,2.84,6.31,61.42,27.9,54.94,74.97,0,87.8,1
7458,2023,Centro-Oeste,MS,Urbana,Pequeno,5642,M,91,957.05,0.839,30.07,0,5.48,5.69,70.36,27.24,80.99,72.63,1,93.3,0
7459,2023,Sul,SC,Urbana,Pequeno,15818,M,93,1254.65,0.676,17.22,0,6.75,5.45,94.51,22.66,62.54,72.61,1,97.28,0
7460,2023,Nordeste,SE,Rural,Pequeno,10397,F,94,902.44,0.607,19.28,0,5.33,3.1,78.93,18.63,63.89,69.41,1,95.09,1
7461,2022,Sul,SC,Rural,Pequeno,3372,M,90,1093.92,0.703,17.02,0,4.75,3.53,42.16,20.23,83.68,74.85,0,84.09,0
7462,2023,Nordeste,BA,Urbana,Pequeno,16999,F,99,797.37,0.737,35.6,0,4.72,8.15,68.04,20.69,59.92,73.13,1,87.9,0
7463,2024,Norte,AP,Urbana,Pequeno,3730,M,104,528.86,0.646,33.44,1,4.2,5.86,79.93,20.69,40.06,64.31,0,80.58,0
7464,2022,Sudeste,RJ,Urbana,Pequeno,5065,F,103,522.21,0.872,29.27,1,6.33,8.66,72.96,21.6,57.2,68.11,0,90.39,0
7465,2023,Nordeste,CE,Urbana,Médio,53057,F,100,1065.33,0.674,39.6,1,4.57,5.75,82.27,27.74,77.26,59.53,1,,0
7466,2022,Sudeste,RJ,Urbana,Médio,74533,M,103,1052.11,0.637,24.28,0,3.15,8.28,61.26,20.28,38.67,73.63,0,79.45,0
7467,2022,Nordeste,CE,Urbana,Pequeno,4228,M,92,486.26,0.694,28.67,0,4.64,6.92,72.23,17.08,65.08,62.29,1,91.01,0
7468,2023,Centro-Oeste,DF,Urbana,Pequeno,16088,F,85,957.75,0.829,23.71,1,6.64,5.62,53.13,15.11,72.47,72.7,1,88.14,0
7469,2022,Sul,PR,Urbana,Pequeno,12254,M,105,1281.74,0.702,15.68,1,5.4,4.85,64.18,16.63,57.42,68.7,1,94.06,1
7470,2023,Sudeste,MG,Urbana,Pequeno,6318,F,96,673.38,0.672,37.73,0,4.64,6.86,71.81,20.28,60.37,71.84,0,93.45,1
7471,2023,Sudeste,MG,Urbana,Grande,10111849,F,90,1075.08,0.761,18.67,0,4.73,8.12,64.97,16.19,83.76,66.78,1,88.31,1
7472,2024,Sul,RS,Urbana,Grande,3758204,M,105,668.63,0.715,32.19,0,6.66,4.1,86.61,23.69,39.53,75.31,1,84.04,1
7473,2023,Sudeste,MG,Urbana,Pequeno,5769,M,106,749.34,0.692,28.02,0,5.23,7.16,52.66,24.12,62.55,68.29,1,82.95,0
7474,2024,Nordeste,AL,Rural,Médio,37125,F,89,,0.691,31.43,0,2.65,6.56,52.4,21.16,68.74,63.09,0,85.82,0
7475,2022,Nordeste,RN,Urbana,Médio,130806,M,86,255.22,0.77,37.45,1,4.06,4.62,57.84,26.47,61.38,57.9,1,87.76,1
7476,2022,Sudeste,SP,Urbana,Grande,9212997,M,91,576.81,0.744,11.19,0,3.88,5.7,90.71,17.48,64.38,66.28,0,86.53,1
7477,2024,Sul,SC,Urbana,Pequeno,16548,F,105,1397.83,0.652,34.36,0,4.39,7.45,70.72,18.1,79.67,64.94,1,89.7,0
7478,2022,Sul,PR,Urbana,Pequeno,16802,F,84,640.84,0.706,18.27,0,5.99,6.68,68.46,24.66,87.97,66.2,1,80.65,1
7479,2022,Nordeste,AL,Urbana,Médio,151269,M,107,551.48,0.604,27.07,0,3.0,4.81,76.4,21.61,46.67,61.85,1,98.93,1
7480,2024,Nordeste,PI,Urbana,Pequeno,5242,M,88,995.49,0.637,37.31,0,4.3,6.43,74.04,26.94,46.81,71.09,1,88.32,1
7481,2024,Nordeste,PE,Urbana,Pequeno,15581,F,105,,0.698,33.37,0,4.62,7.17,59.21,24.52,34.11,77.09,1,75.2,0
7482,2022,Sul,SC,Urbana,Pequeno,18631,F,87,978.23,0.676,34.79,1,5.19,3.63,76.6,15.06,65.58,75.16,1,83.73,1
7483,2024,Sul,SC,Urbana,Médio,129898,F,93,749.47,0.618,16.88,0,5.28,7.9,59.05,22.16,85.07,64.76,1,95.18,0
7484,2024,Nordeste,PI,Urbana,Médio,117290,F,107,891.32,0.718,17.44,0,4.58,4.34,51.89,21.15,54.63,58.18,1,89.06,1
7485,2022,Sudeste,MG,Urbana,Grande,11267540,M,94,1072.74,0.698,19.37,0,5.2,7.85,53.51,25.34,11.16,65.09,0,,0
7486,2022,Norte,AC,Urbana,Grande,5200750,F,86,470.11,0.757,34.19,0,,4.66,82.09,12.71,73.98,73.99,1,85.26,1
7487,2024,Sudeste,ES,Urbana,Médio,40240,F,85,1319.39,0.684,19.54,0,7.29,7.72,89.6,25.71,58.76,67.23,0,95.11,0
7488,2023,Sudeste,ES,Urbana,Médio,196865,M,95,1022.8,0.704,7.58,0,6.12,3.45,71.64,25.11,37.17,72.26,1,84.55,0
7489,2024,Sudeste,ES,Urbana,Médio,77699,M,96,735.47,0.645,21.9,0,3.62,7.28,100.0,26.16,59.31,71.42,1,100.0,0
7490,2024,Sul,PR,Urbana,Pequeno,10120,M,85,508.75,0.802,18.45,0,7.46,4.17,63.06,22.91,39.02,67.42,1,87.12,1
7491,2024,Norte,PA,Urbana,Pequeno,11498,F,92,787.23,0.697,21.27,1,4.72,7.33,54.86,24.95,61.68,72.03,1,90.04,1
7492,2023,Nordeste,AL,Urbana,Médio,199780,M,100,895.87,0.637,26.85,1,3.52,4.29,89.57,17.05,50.23,80.27,1,94.62,1
7493,2022,Nordeste,PB,Urbana,Médio,149585,M,93,653.53,0.582,25.03,0,4.75,4.65,70.23,18.17,71.46,68.01,1,95.42,1
7494,2022,Sul,PR,Urbana,Médio,182971,M,97,1179.79,0.741,30.49,1,6.03,7.88,59.35,17.79,73.39,73.26,0,87.98,1
7495,2022,Sul,PR,Urbana,Médio,80848,F,98,817.14,0.639,25.27,1,8.44,6.74,50.2,18.98,75.71,75.8,1,95.86,1
7496,2024,Sudeste,RJ,Urbana,Médio,39339,F,104,1137.89,0.645,21.11,0,4.43,7.77,63.66,16.0,100.0,73.06,0,86.1,1
7497,2023,Sul,RS,Urbana,Médio,170464,F,94,1263.71,0.68,20.55,0,4.58,5.54,64.38,24.16,63.92,67.65,1,89.96,0
7498,2023,Sudeste,SP,Urbana,Pequeno,5838,M,104,997.86,0.729,25.37,0,4.22,7.89,43.91,13.49,73.12,77.82,0,78.97,0
7499,2023,Norte,AC,Urbana,Pequeno,4274,F,94,1160.33,0.677,43.07,0,6.22,4.76,78.21,22.7,90.36,62.35,1,94.26,0
7500,2022,Sudeste,ES,Urbana,Pequeno,19539,M,96,1153.65,0.626,29.18,1,6.22,6.95,98.86,17.57,66.18,69.09,0,86.26,1
7501,2022,Norte,AP,Urbana,Pequeno,3818,M,89,621.45,0.685,27.75,1,6.28,3.21,84.7,18.22,41.9,70.35,0,91.43,0
7502,2024,Nordeste,PE,Rural,Médio,74000,M,106,974.65,0.7,26.99,1,3.01,6.36,75.8,17.42,60.06,74.55,1,90.27,0
7503,2023,Norte,PA,Urbana,Médio,189341,M,93,878.82,0.738,25.74,0,3.92,3.98,70.54,22.78,56.75,65.03,1,,1
7504,2024,Sudeste,ES,Urbana,Médio,42260,M,85,996.13,0.677,23.84,1,5.21,8.85,88.3,25.92,79.21,69.96,0,96.14,1
7505,2022,Sul,PR,Urbana,Pequeno,5974,F,103,1131.49,0.736,12.61,0,4.65,7.44,66.21,25.32,46.86,75.14,1,90.29,0
7506,2024,Sudeste,RJ,Urbana,Grande,5552850,M,104,1474.79,0.671,19.34,0,6.52,3.63,63.27,16.45,53.27,67.9,0,92.07,1
7507,2024,Nordeste,MA,Urbana,Pequeno,13113,F,107,,0.631,18.23,0,7.37,8.02,51.19,17.51,74.75,63.34,0,94.53,0
7508,2023,Centro-Oeste,DF,Urbana,Pequeno,7286,M,87,827.73,0.684,22.85,0,3.96,7.08,82.58,19.92,54.05,68.73,0,79.86,1
7509,2022,Sudeste,MG,Urbana,Grande,1626593,M,97,1200.36,0.727,22.33,0,4.22,6.68,80.55,24.52,60.45,71.19,1,86.14,0
7510,2024,Sudeste,MG,Urbana,Pequeno,7321,M,99,1494.28,0.793,31.64,1,7.42,9.06,81.36,21.24,55.68,65.7,0,89.52,0
7511,2024,Sudeste,RJ,Rural,Médio,30687,F,105,902.03,0.646,25.1,1,5.39,5.14,86.37,20.61,49.59,69.46,0,98.48,1
7512,2023,Nordeste,MA,Urbana,Grande,11048905,M,106,,0.698,16.12,0,5.23,6.6,57.78,19.15,15.84,66.77,1,86.73,0
7513,2024,Sudeste,RJ,Urbana,Grande,8478036,M,96,1040.1,0.753,27.36,1,4.83,5.54,62.73,17.24,58.41,76.13,0,94.3,0
7514,2023,Sudeste,RJ,Rural,Pequeno,7136,M,95,614.06,0.742,29.96,1,5.22,4.69,89.8,24.39,73.35,64.03,0,89.85,0
7515,2024,Nordeste,BA,Urbana,Grande,2823698,F,88,1221.31,0.629,29.19,0,5.68,3.53,78.82,27.61,46.12,62.7,0,80.84,1
7516,2022,Norte,AC,Urbana,Grande,8530165,M,103,326.24,0.672,17.69,0,6.01,2.1,68.99,24.14,51.11,64.84,0,71.69,1
7517,2023,Nordeste,PI,Urbana,Médio,49601,M,106,877.07,0.752,38.57,1,6.23,5.27,56.42,26.31,48.06,64.05,0,84.88,0
7518,2022,Sudeste,RJ,Urbana,Pequeno,8916,M,95,1017.56,0.755,28.76,0,4.58,4.9,56.23,27.78,52.27,69.24,0,91.26,0
7519,2023,Nordeste,BA,Urbana,Grande,1941837,F,85,793.9,0.706,33.29,0,4.51,5.26,59.15,16.15,82.06,71.71,0,78.36,1
7520,2023,Nordeste,PE,Rural,Grande,9605178,M,99,812.91,0.71,36.59,0,3.67,8.93,60.27,15.5,44.34,65.24,0,78.77,0
7521,2022,Nordeste,PE,Urbana,Pequeno,4243,F,94,839.71,0.688,30.24,0,4.94,3.25,80.36,25.43,60.16,69.87,1,77.65,1
7522,2022,Nordeste,RN,Urbana,Grande,5613000,M,97,1156.41,0.593,31.64,1,3.2,5.2,77.96,14.76,70.77,75.73,1,93.77,0
7523,2023,Sul,PR,Urbana,Pequeno,14280,M,89,974.92,0.725,16.5,0,5.99,6.31,62.94,16.38,81.42,75.48,1,98.83,0
7524,2023,Nordeste,AL,Urbana,Grande,11934545,M,100,798.66,0.719,28.53,1,4.85,6.84,83.79,18.57,52.52,63.94,0,91.77,1
7525,2022,Sudeste,MG,Urbana,Médio,133182,F,103,1550.31,0.775,20.72,0,5.8,5.84,65.34,21.39,61.01,72.93,0,90.5,1
7526,2022,Norte,RR,Urbana,Médio,169001,M,106,620.0,0.718,30.65,0,3.79,4.2,44.16,18.61,65.96,65.84,0,63.67,0
7527,2022,Nordeste,SE,Rural,Médio,149471,M,93,1147.87,0.57,32.71,1,5.2,5.03,65.31,19.67,64.52,69.0,0,87.89,1
7528,2023,Centro-Oeste,DF,Urbana,Grande,8945883,F,105,1113.1,0.825,30.1,0,4.27,5.48,96.11,25.04,33.68,79.88,1,82.41,1
7529,2024,Sudeste,RJ,Urbana,Grande,10917493,F,94,1044.5,0.718,14.57,0,6.36,3.01,81.9,29.24,41.41,71.54,0,76.59,0
7530,2022,Sudeste,RJ,Urbana,Médio,36719,F,88,880.66,0.64,18.82,0,5.2,6.2,81.0,15.22,79.16,73.19,0,88.53,0
7531,2022,Nordeste,CE,Urbana,Pequeno,17730,F,96,690.75,0.599,27.41,1,4.42,4.95,90.71,25.07,59.43,69.4,1,78.39,1
7532,2022,Nordeste,AL,Urbana,Pequeno,11402,M,84,668.44,0.74,38.16,0,5.95,5.59,42.61,22.49,32.87,61.8,1,72.84,1
7533,2022,Norte,TO,Urbana,Pequeno,17688,F,88,786.62,0.572,30.43,0,5.12,7.08,62.04,26.16,69.75,64.01,1,90.61,0
7534,2024,Sul,RS,Rural,Pequeno,19970,F,95,,0.718,26.97,0,5.53,4.72,97.87,23.07,59.62,77.58,0,100.0,1
7535,2024,Sudeste,SP,Urbana,Pequeno,6157,M,89,692.12,0.681,4.16,0,6.09,8.69,63.41,17.01,94.24,69.48,0,86.88,1
7536,2023,Sul,PR,Urbana,Médio,157596,M,101,409.14,0.642,22.9,0,4.36,6.82,54.44,20.34,67.28,73.35,0,94.65,1
7537,2024,Sudeste,SP,Urbana,Pequeno,3300,F,93,1580.94,0.648,18.25,0,3.54,7.09,22.53,30.24,75.67,73.72,0,85.8,0
7538,2022,Sudeste,SP,Urbana,Pequeno,5024,M,98,899.76,0.666,38.41,0,4.82,8.32,100.0,20.62,57.79,72.04,1,88.08,0
7539,2024,Sudeste,RJ,Urbana,Grande,4518713,F,93,280.79,0.61,23.55,1,5.04,8.21,76.48,23.05,91.35,69.54,1,86.9,1
7540,2023,Nordeste,SE,Urbana,Pequeno,4711,F,106,919.13,0.736,27.35,1,4.42,8.92,60.37,22.58,42.1,70.47,1,75.59,1
7541,2024,Sudeste,SP,Urbana,Grande,6928353,F,104,762.33,0.702,6.54,0,,7.04,54.95,23.02,86.45,67.49,0,88.18,0
7542,2022,Nordeste,PB,Urbana,Pequeno,9937,M,93,803.14,0.666,32.49,0,7.04,5.44,71.3,20.84,75.54,74.24,1,85.04,1
7543,2022,Sudeste,SP,Rural,Médio,57875,M,89,763.52,0.708,26.69,1,4.82,7.57,100.0,23.24,67.57,72.46,1,92.31,0
7544,2023,Sudeste,SP,Urbana,Pequeno,2754,F,88,896.85,0.647,16.79,1,5.47,7.33,79.63,21.37,30.62,62.02,1,85.02,1
7545,2024,Centro-Oeste,DF,Urbana,Pequeno,7060,F,94,958.56,0.72,39.9,0,3.22,5.86,78.95,15.74,86.91,68.76,0,79.67,1
7546,2022,Sudeste,MG,Urbana,Pequeno,8008,M,96,1072.83,0.721,7.45,0,2.21,8.32,87.25,23.25,52.28,74.21,1,88.04,1
7547,2022,Sul,SC,Urbana,Pequeno,14939,M,97,1069.31,0.585,16.0,0,4.25,5.25,84.02,23.68,58.13,77.05,1,99.99,0
7548,2024,Sudeste,RJ,Urbana,Pequeno,9806,M,87,1125.48,0.752,14.56,0,1.97,4.61,98.06,21.39,55.67,82.68,0,94.1,0
7549,2023,Sudeste,SP,Urbana,Pequeno,7829,F,99,1566.04,0.623,16.69,0,6.23,6.46,70.61,22.97,64.72,64.1,1,87.06,1
7550,2022,Centro-Oeste,MS,Urbana,Pequeno,17445,F,99,822.98,0.683,37.03,1,5.13,4.09,60.0,26.41,38.0,71.59,1,67.83,0
7551,2022,Sul,PR,Urbana,Pequeno,12510,M,106,,0.746,19.87,1,3.26,5.33,68.03,28.7,83.09,70.77,1,92.07,0
